raw_track_id,track_id
186211,186211
186212,186212
186277,186440
186286,186286
186305,186305
186323,186323
186325,186325
186328,186355
186330,186330
186332,186332
186333,186333
186334,186334
186335,186335
186339,186355
186344,186344
186350,186350
186351,187466
186355,186355
186356,186356
186357,186357
186358,186358
186361,186361
186362,186362
186363,186363
186364,186397
186372,186372
186375,186375
186376,186376
186378,186378
186380,186380
186381,186381
186383,186383
186389,186389
186392,186392
186397,186397
186399,186399
186400,186400
186411,186555
186413,186429
186418,186418
186429,186429
186432,186473
186434,186434
186436,186436
186440,186440
186443,186473
186446,186446
186449,186449
186452,186473
186454,186454
186455,186455
186457,186457
186461,186461
186462,186462
186463,186463
186468,186468
186470,186470
186473,186473
186474,186583
186483,186483
186485,186485
186490,186490
186492,186492
186493,186493
186500,186567
186505,186505
186506,186583
186508,186508
186516,186516
186517,186517
186518,186518
186527,186527
186528,186528
186531,186531
186534,186534
186535,186535
186540,186540
186543,186543
186549,186628
186551,186551
186553,186553
186555,186555
186556,186556
186557,186557
186558,186558
186559,186559
186560,186560
186561,186561
186567,186567
186576,186576
186579,186579
186581,186581
186582,186582
186583,186583
186591,186591
186596,186596
186598,186598
186599,186599
186602,186627
186604,186604
186606,186606
186610,186729
186611,186611
186627,186627
186628,186628
186629,186655
186631,186631
186633,186633
186635,186635
186638,186638
186643,186643
186645,186992
186647,186647
186653,186653
186655,186655
186658,186658
186660,186660
186662,186662
186663,186663
186667,186667
186672,186719
186674,186674
186683,186683
186686,186881
186688,186688
186692,186692
186693,186738
186698,186698
186701,186701
186703,186730
186707,186707
186713,186713
186719,186719
186722,186722
186724,186738
186729,186729
186730,186730
186733,186905
186737,186737
186738,186738
186740,186740
186741,186741
186743,186743
186744,186744
186749,186787
186751,186751
186753,186753
186759,186799
186764,186764
186768,186768
186769,186769
186770,186770
186771,186771
186773,186773
186774,186774
186775,186775
186777,186777
186779,186779
186787,186787
186788,186788
186790,186790
186799,186799
186803,186803
186805,186805
186806,186806
186813,186813
186816,186816
186817,186817
186820,186820
186825,186825
186826,186826
186831,186831
186833,186833
186835,186835
186837,186837
186839,186839
186841,186841
186843,186843
186849,186849
186855,186855
186856,186856
186859,186859
186860,186860
186863,186863
186866,186866
186867,186867
186870,186870
186871,186871
186881,186881
186884,186884
186885,186885
186886,186886
186887,186887
186888,186888
186889,186889
186890,186890
186892,186892
186893,186893
186895,186895
186896,186896
186905,186905
186916,186916
186919,186919
186920,186920
186921,186921
186929,186929
186932,186992
186933,186933
186947,186947
186949,186959
186955,186955
186959,186959
186960,186960
186964,186964
186967,186967
186968,186968
186971,186971
186972,186972
186974,186974
186975,186975
186976,186976
186979,186979
186992,186992
186998,186998
187002,187002
187003,187003
187007,187007
187008,187008
