raw_track_id,track_id
671928,671928
671944,671944
671967,672366
671998,671998
672004,672269
672026,672026
672059,672059
672060,672060
672090,672090
672143,672143
672156,672156
672171,672171
672192,672192
672220,672220
672228,672228
672232,672232
672233,672233
672236,672236
672242,672242
672251,672251
672253,672253
672255,672255
672257,672257
672258,672258
672259,672259
672262,672262
672266,672366
672269,672269
672270,672270
672274,672274
672279,672279
672280,672280
672281,672281
672290,672366
672292,672292
672294,672294
672296,672296
672298,672298
672299,672299
672300,672300
672302,672302
672305,672339
672307,672307
672323,672323
672326,672326
672327,672327
672328,672328
672335,672335
672339,672339
672340,672340
672353,672353
672357,672357
672360,672360
672361,672361
672362,672362
672365,672365
672366,672366
672367,672367
672372,672372
672375,672406
672376,672376
672380,672380
672381,672381
672384,672384
672398,672398
672399,672399
672402,672402
672404,672404
672406,672406
672421,672421
672422,672460
672425,672425
672426,672464
672428,672428
672431,672431
672432,672432
672435,672435
672436,672436
672445,672445
672449,672449
672450,672450
672451,672451
672456,672456
672460,672460
672464,672464
672468,672468
672469,672469
672473,672473
672474,672474
672477,672477
672478,672478
672480,672520
672482,672482
672484,672484
672485,672485
672501,672501
672502,672502
672503,672503
672505,672505
672506,672506
672509,672509
672510,672510
672513,672634
672520,672520
672524,672524
672527,672527
672528,672664
672529,672529
672533,672533
672534,672534
672536,672536
672537,672537
672541,672541
672544,672544
672545,672545
672547,672547
672550,672550
672551,672551
672552,672552
672555,672555
672557,672557
672564,672564
672567,672587
672568,672568
672569,672569
672570,672570
672573,672573
672575,672575
672580,672580
672581,672581
672583,672627
672585,672585
672587,672587
672590,672590
672591,672591
672595,672595
672597,672597
672600,672600
672601,672634
672603,672603
672604,672604
672606,672606
672611,672611
672612,672612
672613,672613
672615,672615
672627,672627
672629,672629
672634,672634
672635,672635
672639,672639
672640,672640
672642,672642
672643,672718
672646,672646
672647,672647
672650,672650
672651,672651
672655,672655
672658,672658
672661,672661
672663,672663
672664,672664
672666,672666
672672,672672
672673,672673
672680,672680
672684,672684
