device,datetime,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
Aranet4 272D2,2024-08-16 14:40:19,358.0,25.1,21.0,878.4
Aranet4 272D2,2024-08-16 14:45:19,384.0,25.1,22.0,878.3
Aranet4 272D2,2024-08-16 14:50:19,364.0,25.1,23.0,878.2
Aranet4 272D2,2024-08-16 14:55:19,361.0,25.1,22.0,878.2
Aranet4 272D2,2024-08-16 15:00:19,370.0,25.2,22.0,878.3
Aranet4 272D2,2024-08-16 15:05:19,372.0,25.2,22.0,878.1
Aranet4 272D2,2024-08-16 15:10:19,375.0,25.2,23.0,878.2
Aranet4 272D2,2024-08-16 15:15:19,368.0,25.2,23.0,878.1
Aranet4 272D2,2024-08-16 15:20:19,360.0,25.2,22.0,878.1
Aranet4 272D2,2024-08-16 15:25:19,381.0,25.3,22.0,878.0
Aranet4 272D2,2024-08-16 15:30:19,404.0,25.3,22.0,877.9
Aranet4 272D2,2024-08-16 15:35:19,375.0,25.3,21.0,878.1
Aranet4 272D2,2024-08-16 15:40:19,370.0,25.3,22.0,878.0
Aranet4 272D2,2024-08-16 15:45:19,369.0,25.3,22.0,877.9
Aranet4 272D2,2024-08-16 15:50:19,349.0,25.3,21.0,878.0
Aranet4 272D2,2024-08-16 15:55:19,371.0,25.4,21.0,878.0
Aranet4 272D2,2024-08-16 16:00:19,382.0,25.4,21.0,877.9
Aranet4 272D2,2024-08-16 16:05:19,358.0,25.5,25.0,878.0
Aranet4 272D2,2024-08-16 16:10:19,361.0,25.4,27.0,878.2
Aranet4 272D2,2024-08-16 16:13:14,380.0,25.4,27.0,878.0
Aranet4 272D2,2024-08-16 16:18:14,356.0,25.4,24.0,878.1
Aranet4 272D2,2024-08-16 16:23:14,362.0,25.4,22.0,878.1
Aranet4 272D2,2024-08-16 16:28:14,373.0,25.4,23.0,878.2
Aranet4 272D2,2024-08-16 16:33:14,385.0,25.4,23.0,878.2
Aranet4 272D2,2024-08-16 16:38:14,370.0,25.4,23.0,878.2
Aranet4 272D2,2024-08-16 16:43:14,390.0,25.4,23.0,878.3
Aranet4 272D2,2024-08-16 16:48:14,364.0,25.4,26.0,878.3
Aranet4 272D2,2024-08-16 16:53:14,376.0,25.3,27.0,878.3
Aranet4 272D2,2024-08-16 16:58:14,379.0,25.2,27.0,878.3
Aranet4 272D2,2024-08-16 17:03:14,361.0,25.2,27.0,878.4
Aranet4 272D2,2024-08-16 17:08:13,361.0,25.1,28.0,878.5
Aranet4 272D2,2024-08-16 17:13:13,364.0,25.1,27.0,878.4
Aranet4 272D2,2024-08-16 17:18:13,358.0,25.0,27.0,878.4
Aranet4 272D2,2024-08-16 17:23:13,350.0,25.0,25.0,878.4
Aranet4 272D2,2024-08-16 17:28:13,372.0,25.0,24.0,878.3
Aranet4 272D2,2024-08-16 17:33:13,350.0,25.0,23.0,878.4
Aranet4 272D2,2024-08-16 17:38:13,368.0,25.0,25.0,878.5
Aranet4 272D2,2024-08-16 17:43:13,353.0,24.9,27.0,878.5
Aranet4 272D2,2024-08-16 17:48:13,357.0,24.8,28.0,878.6
Aranet4 272D2,2024-08-16 17:53:13,361.0,24.6,28.0,878.5
Aranet4 272D2,2024-08-16 17:58:13,359.0,24.5,29.0,878.6
Aranet4 272D2,2024-08-21 06:03:13,348.0,21.0,38.0,879.5
Aranet4 272D2,2024-08-21 06:08:13,361.0,21.0,38.0,879.6
Aranet4 272D2,2024-08-21 06:13:13,371.0,21.0,38.0,879.7
Aranet4 272D2,2024-08-21 06:18:13,365.0,21.0,38.0,879.8
Aranet4 272D2,2024-08-21 06:23:13,361.0,21.0,38.0,879.8
Aranet4 272D2,2024-08-21 06:28:13,361.0,20.9,38.0,879.8
Aranet4 272D2,2024-08-21 06:33:13,359.0,20.9,38.0,879.9
Aranet4 272D2,2024-08-21 06:38:13,363.0,21.0,38.0,880.0
Aranet4 272D2,2024-08-21 06:43:13,380.0,20.9,38.0,880.0
Aranet4 272D2,2024-08-21 06:48:13,387.0,21.0,38.0,879.9
Aranet4 272D2,2024-08-21 06:53:13,385.0,21.1,38.0,880.1
Aranet4 272D2,2024-08-21 06:58:13,372.0,21.1,38.0,880.0
Aranet4 272D2,2024-08-21 07:03:13,380.0,21.0,38.0,880.0
Aranet4 272D2,2024-08-21 07:08:13,387.0,21.0,38.0,880.2
Aranet4 272D2,2024-08-21 07:13:13,393.0,21.0,38.0,880.2
Aranet4 272D2,2024-08-21 07:18:13,392.0,21.0,38.0,880.2
Aranet4 272D2,2024-08-21 07:23:13,376.0,21.1,38.0,880.4
Aranet4 272D2,2024-08-21 07:28:13,392.0,21.1,39.0,880.3
Aranet4 272D2,2024-08-21 07:33:13,386.0,21.1,39.0,880.3
Aranet4 272D2,2024-08-21 07:38:13,398.0,21.1,38.0,880.5
Aranet4 272D2,2024-08-21 07:43:13,406.0,21.2,39.0,880.6
Aranet4 272D2,2024-08-21 07:48:13,386.0,21.1,39.0,880.6
Aranet4 272D2,2024-08-21 07:53:13,409.0,21.1,39.0,880.6
Aranet4 272D2,2024-08-21 07:58:13,398.0,21.1,39.0,880.6
Aranet4 272D2,2024-08-21 08:03:13,378.0,21.1,39.0,880.7
Aranet4 272D2,2024-08-21 08:08:13,386.0,21.1,39.0,880.8
Aranet4 272D2,2024-08-21 08:13:13,376.0,21.0,40.0,880.8
Aranet4 272D2,2024-08-21 08:18:13,379.0,20.9,40.0,880.9
Aranet4 272D2,2024-08-21 08:23:13,391.0,20.9,40.0,880.9
Aranet4 272D2,2024-08-21 08:28:13,406.0,21.0,40.0,880.9
Aranet4 272D2,2024-08-21 08:33:13,377.0,20.9,41.0,880.9
Aranet4 272D2,2024-08-21 08:38:13,391.0,20.9,40.0,881.1
Aranet4 272D2,2024-08-21 08:43:13,387.0,21.0,40.0,881.0
Aranet4 272D2,2024-08-21 08:48:13,408.0,21.0,41.0,881.1
Aranet4 272D2,2024-08-21 08:53:13,402.0,21.1,40.0,881.2
Aranet4 272D2,2024-08-21 08:58:13,396.0,21.1,40.0,881.3
Aranet4 272D2,2024-08-21 09:03:13,411.0,21.2,40.0,881.3
Aranet4 272D2,2024-08-21 09:08:13,401.0,21.2,40.0,881.4
Aranet4 272D2,2024-08-21 09:13:13,401.0,21.3,39.0,881.5
Aranet4 272D2,2024-08-21 09:18:13,393.0,21.3,39.0,881.5
Aranet4 272D2,2024-08-21 09:23:13,428.0,21.4,39.0,881.5
Aranet4 272D2,2024-08-21 09:28:13,425.0,21.4,39.0,881.6
Aranet4 272D2,2024-08-21 09:33:13,393.0,21.4,38.0,881.7
Aranet4 272D2,2024-08-21 09:38:13,401.0,21.4,39.0,881.6
Aranet4 272D2,2024-08-21 09:43:13,414.0,21.5,39.0,881.6
Aranet4 272D2,2024-08-21 09:48:13,405.0,21.5,38.0,881.6
Aranet4 272D2,2024-08-21 09:53:13,393.0,21.5,38.0,881.5
Aranet4 272D2,2024-08-21 09:58:13,407.0,21.6,38.0,881.5
Aranet4 272D2,2024-08-21 10:03:13,407.0,21.7,38.0,881.5
Aranet4 272D2,2024-08-21 10:08:13,406.0,21.7,38.0,881.5
Aranet4 272D2,2024-08-21 10:13:13,406.0,21.7,38.0,881.4
Aranet4 272D2,2024-08-21 10:18:13,384.0,21.8,37.0,881.4
Aranet4 272D2,2024-08-21 10:23:13,380.0,21.8,37.0,881.5
Aranet4 272D2,2024-08-21 10:28:13,452.0,21.9,38.0,881.3
Aranet4 272D2,2024-08-21 10:33:13,398.0,22.0,37.0,881.3
Aranet4 272D2,2024-08-21 10:38:13,391.0,22.0,36.0,881.4
Aranet4 272D2,2024-08-21 10:43:13,405.0,22.0,36.0,881.1
Aranet4 272D2,2024-08-21 10:48:13,397.0,22.1,36.0,881.0
Aranet4 272D2,2024-08-21 10:53:13,394.0,22.1,36.0,881.1
Aranet4 272D2,2024-08-21 10:58:13,437.0,22.2,36.0,880.9
Aranet4 272D2,2024-08-21 11:03:13,374.0,22.2,35.0,880.8
Aranet4 272D2,2024-08-21 11:08:13,384.0,22.2,35.0,880.8
Aranet4 272D2,2024-08-21 11:13:13,389.0,22.2,35.0,880.7
Aranet4 272D2,2024-08-21 11:18:13,389.0,22.2,36.0,880.6
Aranet4 272D2,2024-08-21 11:23:13,378.0,22.3,36.0,880.6
Aranet4 272D2,2024-08-21 11:28:13,490.0,22.4,36.0,880.4
Aranet4 272D2,2024-08-21 11:33:13,519.0,22.5,36.0,880.5
Aranet4 272D2,2024-08-21 11:38:13,426.0,22.5,36.0,880.3
Aranet4 272D2,2024-08-21 11:43:13,378.0,22.5,35.0,880.2
Aranet4 272D2,2024-08-21 11:48:13,452.0,22.6,36.0,880.2
Aranet4 272D2,2024-08-21 11:53:13,542.0,22.7,36.0,880.1
Aranet4 272D2,2024-08-21 11:58:13,578.0,22.8,36.0,880.1
Aranet4 272D2,2024-08-21 12:03:13,620.0,22.9,37.0,880.0
Aranet4 272D2,2024-08-21 12:08:13,614.0,23.0,36.0,879.7
Aranet4 272D2,2024-08-21 12:13:13,611.0,23.1,36.0,879.7
Aranet4 272D2,2024-08-21 12:18:13,407.0,23.0,34.0,879.6
Aranet4 272D2,2024-08-21 12:23:13,460.0,23.0,35.0,879.6
Aranet4 272D2,2024-08-21 12:28:13,375.0,23.0,34.0,879.5
Aranet4 272D2,2024-08-21 12:33:13,388.0,23.0,34.0,879.6
Aranet4 272D2,2024-08-21 12:38:13,370.0,23.0,33.0,879.3
Aranet4 272D2,2024-08-21 12:43:13,455.0,23.0,34.0,879.2
Aranet4 272D2,2024-08-21 12:48:13,384.0,23.0,34.0,879.2
Aranet4 272D2,2024-08-21 12:53:13,465.0,23.1,34.0,879.1
Aranet4 272D2,2024-08-21 12:58:13,474.0,23.1,34.0,879.0
Aranet4 272D2,2024-08-21 13:03:13,427.0,23.1,33.0,878.9
Aranet4 272D2,2024-08-21 13:08:13,404.0,23.1,33.0,878.8
Aranet4 272D2,2024-08-21 13:13:13,378.0,23.1,32.0,878.8
Aranet4 272D2,2024-08-21 13:18:13,389.0,23.1,32.0,878.7
Aranet4 272D2,2024-08-21 13:23:13,399.0,23.2,31.0,878.6
Aranet4 272D2,2024-08-21 13:28:13,417.0,23.3,31.0,878.5
Aranet4 272D2,2024-08-21 13:33:13,439.0,23.3,32.0,878.3
Aranet4 272D2,2024-08-21 13:38:13,439.0,23.4,32.0,878.2
Aranet4 272D2,2024-08-21 13:43:13,419.0,23.4,32.0,878.1
Aranet4 272D2,2024-08-21 13:48:13,402.0,23.5,31.0,878.0
Aranet4 272D2,2024-08-21 13:53:13,370.0,23.4,29.0,878.0
Aranet4 272D2,2024-08-21 13:58:13,415.0,23.5,30.0,877.9
Aranet4 272D2,2024-08-21 14:03:13,368.0,23.5,30.0,877.9
Aranet4 272D2,2024-08-21 14:08:14,387.0,23.5,30.0,877.8
Aranet4 272D2,2024-08-21 14:13:14,392.0,23.5,29.0,877.8
Aranet4 272D2,2024-08-21 14:18:14,438.0,23.5,29.0,877.7
Aranet4 272D2,2024-08-21 14:23:14,368.0,23.6,28.0,877.6
Aranet4 272D2,2024-08-21 14:28:14,415.0,23.6,29.0,877.5
Aranet4 272D2,2024-08-21 14:33:14,458.0,23.6,30.0,877.5
Aranet4 272D2,2024-08-21 14:38:14,457.0,23.7,30.0,877.4
Aranet4 272D2,2024-08-21 14:43:14,362.0,23.7,29.0,877.4
Aranet4 272D2,2024-08-21 14:48:14,383.0,23.7,29.0,877.3
Aranet4 272D2,2024-08-21 14:53:14,358.0,23.8,29.0,877.2
Aranet4 272D2,2024-08-21 14:55:52,373.0,23.7,29.0,877.2
Aranet4 272D2,2024-08-21 15:00:52,398.0,23.8,30.0,877.0
Aranet4 272D2,2024-08-21 15:05:52,419.0,23.8,30.0,877.1
Aranet4 272D2,2024-08-21 15:10:52,415.0,23.9,30.0,877.1
Aranet4 272D2,2024-08-21 15:15:52,407.0,23.8,30.0,877.1
Aranet4 272D2,2024-08-21 15:20:52,429.0,23.9,30.0,877.0
Aranet4 272D2,2024-08-21 15:25:52,401.0,23.9,30.0,877.0
Aranet4 272D2,2024-08-21 15:30:52,373.0,23.9,30.0,877.0
Aranet4 272D2,2024-08-21 15:35:52,377.0,23.9,31.0,876.9
Aranet4 272D2,2024-08-21 15:40:52,364.0,23.9,32.0,877.1
Aranet4 272D2,2024-08-21 15:45:52,354.0,23.9,33.0,877.0
Aranet4 272D2,2024-08-21 15:50:52,395.0,23.9,33.0,876.9
Aranet4 272D2,2024-08-21 15:55:52,379.0,23.9,34.0,876.9
Aranet4 272D2,2024-08-21 16:00:52,384.0,24.0,34.0,877.0
Aranet4 272D2,2024-08-21 16:05:52,360.0,24.0,33.0,877.0
Aranet4 272D2,2024-08-21 16:10:52,386.0,24.0,33.0,876.9
Aranet4 272D2,2024-08-21 16:15:52,368.0,24.0,33.0,877.0
Aranet4 272D2,2024-08-21 16:20:52,354.0,24.0,32.0,877.0
Aranet4 272D2,2024-08-21 16:25:52,351.0,23.9,32.0,877.1
Aranet4 272D2,2024-08-21 16:30:52,369.0,23.9,32.0,877.1
Aranet4 272D2,2024-08-21 16:35:52,373.0,23.9,32.0,877.1
Aranet4 272D2,2024-08-21 16:40:52,360.0,23.9,32.0,877.1
Aranet4 272D2,2024-08-21 16:45:52,376.0,23.8,31.0,877.2
Aranet4 272D2,2024-08-21 16:50:52,367.0,23.8,31.0,877.3
Aranet4 272D2,2024-08-21 16:55:52,365.0,23.8,31.0,877.3
Aranet4 272D2,2024-08-21 17:00:52,353.0,23.8,30.0,877.4
Aranet4 272D2,2024-08-21 17:05:52,363.0,23.8,30.0,877.4
Aranet4 272D2,2024-08-21 17:10:52,356.0,23.7,29.0,877.3
Aranet4 272D2,2024-08-21 17:15:52,367.0,23.7,29.0,877.3
Aranet4 272D2,2024-08-21 17:20:52,359.0,23.7,29.0,877.3
Aranet4 272D2,2024-08-21 17:25:52,367.0,23.6,28.0,877.4
Aranet4 272D2,2024-08-21 17:30:52,355.0,23.6,27.0,877.4
Aranet4 272D2,2024-08-21 17:35:52,356.0,23.5,28.0,877.4
Aranet4 272D2,2024-08-21 17:40:52,370.0,23.5,28.0,877.5
Aranet4 272D2,2024-08-21 17:45:52,367.0,23.5,28.0,877.6
Aranet4 272D2,2024-08-21 17:50:52,368.0,23.5,27.0,877.5
Aranet4 272D2,2024-08-21 17:55:52,358.0,23.5,27.0,877.7
Aranet4 272D2,2024-08-22 06:00:52,385.0,21.4,35.0,877.9
Aranet4 272D2,2024-08-22 06:05:52,393.0,21.4,35.0,878.0
Aranet4 272D2,2024-08-22 06:10:52,406.0,21.4,35.0,877.9
Aranet4 272D2,2024-08-22 06:15:52,394.0,21.3,35.0,878.0
Aranet4 272D2,2024-08-22 06:20:52,389.0,21.3,35.0,878.1
Aranet4 272D2,2024-08-22 06:25:52,383.0,21.3,35.0,878.1
Aranet4 272D2,2024-08-22 06:30:52,384.0,21.3,35.0,878.1
Aranet4 272D2,2024-08-22 06:35:52,382.0,21.3,35.0,878.1
Aranet4 272D2,2024-08-22 06:40:52,392.0,21.2,35.0,878.2
Aranet4 272D2,2024-08-22 06:45:52,394.0,21.2,35.0,878.2
Aranet4 272D2,2024-08-22 06:50:52,401.0,21.2,35.0,878.2
Aranet4 272D2,2024-08-22 06:55:52,403.0,21.2,35.0,878.2
Aranet4 272D2,2024-08-22 07:00:52,438.0,21.2,35.0,878.3
Aranet4 272D2,2024-08-22 07:05:52,449.0,21.2,36.0,878.4
Aranet4 272D2,2024-08-22 07:10:52,432.0,21.2,36.0,878.4
Aranet4 272D2,2024-08-22 07:15:52,436.0,21.2,36.0,878.4
Aranet4 272D2,2024-08-22 07:20:52,428.0,21.2,36.0,878.5
Aranet4 272D2,2024-08-22 07:25:52,431.0,21.3,36.0,878.5
Aranet4 272D2,2024-08-22 07:30:52,395.0,21.3,36.0,878.4
Aranet4 272D2,2024-08-22 07:35:52,400.0,21.3,35.0,878.6
Aranet4 272D2,2024-08-22 07:40:52,405.0,21.3,35.0,878.6
Aranet4 272D2,2024-08-22 07:45:52,412.0,21.4,35.0,878.7
Aranet4 272D2,2024-08-22 07:50:52,408.0,21.5,35.0,878.7
Aranet4 272D2,2024-08-22 07:55:52,419.0,21.5,35.0,878.8
Aranet4 272D2,2024-08-22 08:00:52,394.0,21.6,34.0,878.9
Aranet4 272D2,2024-08-22 08:05:52,392.0,21.6,34.0,878.9
Aranet4 272D2,2024-08-22 08:10:52,388.0,21.7,34.0,879.1
Aranet4 272D2,2024-08-22 08:15:52,389.0,21.7,33.0,879.1
Aranet4 272D2,2024-08-22 08:20:52,414.0,21.8,33.0,879.1
Aranet4 272D2,2024-08-22 08:25:52,412.0,21.8,33.0,879.1
Aranet4 272D2,2024-08-22 08:30:52,391.0,21.9,32.0,879.1
Aranet4 272D2,2024-08-22 08:35:52,415.0,21.9,32.0,879.1
Aranet4 272D2,2024-08-22 08:40:52,404.0,21.9,32.0,879.2
Aranet4 272D2,2024-08-22 08:45:52,384.0,21.9,32.0,879.2
Aranet4 272D2,2024-08-22 08:50:52,436.0,22.0,33.0,879.1
Aranet4 272D2,2024-08-22 08:55:52,541.0,22.2,33.0,879.2
Aranet4 272D2,2024-08-22 09:00:52,525.0,22.3,34.0,879.3
Aranet4 272D2,2024-08-22 09:05:52,501.0,22.3,34.0,879.3
Aranet4 272D2,2024-08-22 09:10:52,465.0,22.4,34.0,879.4
Aranet4 272D2,2024-08-22 09:15:52,549.0,22.4,34.0,879.5
Aranet4 272D2,2024-08-22 09:20:52,513.0,22.5,35.0,879.5
Aranet4 272D2,2024-08-22 09:25:52,502.0,22.5,34.0,879.5
Aranet4 272D2,2024-08-22 09:30:52,505.0,22.6,35.0,879.5
Aranet4 272D2,2024-08-22 09:35:52,480.0,22.6,34.0,879.5
Aranet4 272D2,2024-08-22 09:40:52,512.0,22.7,34.0,879.5
Aranet4 272D2,2024-08-22 09:45:52,574.0,22.7,35.0,879.5
Aranet4 272D2,2024-08-22 09:50:52,582.0,22.8,35.0,879.5
Aranet4 272D2,2024-08-22 09:55:52,608.0,22.8,35.0,879.5
Aranet4 272D2,2024-08-22 10:00:52,618.0,22.9,35.0,879.6
Aranet4 272D2,2024-08-22 10:05:52,636.0,23.0,35.0,879.5
Aranet4 272D2,2024-08-22 10:10:52,638.0,23.1,35.0,879.5
Aranet4 272D2,2024-08-22 10:15:52,667.0,23.2,35.0,879.5
Aranet4 272D2,2024-08-22 10:20:52,632.0,23.2,35.0,879.6
Aranet4 272D2,2024-08-22 10:25:52,625.0,23.2,35.0,879.5
Aranet4 272D2,2024-08-22 10:30:52,598.0,23.2,35.0,879.5
Aranet4 272D2,2024-08-22 10:35:52,591.0,23.2,34.0,879.4
Aranet4 272D2,2024-08-22 10:40:52,595.0,23.2,34.0,879.5
Aranet4 272D2,2024-08-22 10:45:52,534.0,23.3,33.0,879.4
Aranet4 272D2,2024-08-22 10:50:52,519.0,23.3,32.0,879.5
Aranet4 272D2,2024-08-22 10:55:52,533.0,23.3,32.0,879.3
Aranet4 272D2,2024-08-22 11:00:52,450.0,23.2,31.0,879.3
Aranet4 272D2,2024-08-22 11:05:52,489.0,23.2,31.0,879.3
Aranet4 272D2,2024-08-22 11:10:52,488.0,23.2,31.0,879.2
Aranet4 272D2,2024-08-22 11:15:52,466.0,23.3,30.0,879.1
Aranet4 272D2,2024-08-22 11:20:52,420.0,23.3,30.0,879.1
Aranet4 272D2,2024-08-22 11:25:52,439.0,23.3,29.0,879.0
Aranet4 272D2,2024-08-22 11:30:52,528.0,23.4,30.0,878.9
Aranet4 272D2,2024-08-22 11:35:52,532.0,23.5,30.0,878.8
Aranet4 272D2,2024-08-22 11:40:52,425.0,23.5,29.0,878.6
Aranet4 272D2,2024-08-22 11:45:52,402.0,23.5,28.0,878.6
Aranet4 272D2,2024-08-22 11:50:52,565.0,23.5,29.0,878.5
Aranet4 272D2,2024-08-22 11:55:52,496.0,23.7,28.0,878.4
Aranet4 272D2,2024-08-22 12:00:52,417.0,23.7,27.0,878.4
Aranet4 272D2,2024-08-22 12:05:52,496.0,23.7,27.0,878.2
Aranet4 272D2,2024-08-22 12:10:52,528.0,23.8,27.0,878.2
Aranet4 272D2,2024-08-22 12:15:52,407.0,23.7,25.0,878.1
Aranet4 272D2,2024-08-22 12:20:52,388.0,23.7,26.0,878.1
Aranet4 272D2,2024-08-22 12:25:52,439.0,23.8,26.0,877.9
Aranet4 272D2,2024-08-22 12:30:52,468.0,23.9,26.0,877.9
Aranet4 272D2,2024-08-22 12:35:52,526.0,23.9,26.0,877.9
Aranet4 272D2,2024-08-22 12:40:52,483.0,23.9,26.0,877.7
Aranet4 272D2,2024-08-22 12:45:52,455.0,23.9,25.0,877.6
Aranet4 272D2,2024-08-22 12:50:52,439.0,24.0,25.0,877.5
Aranet4 272D2,2024-08-22 12:55:52,478.0,24.0,26.0,877.4
Aranet4 272D2,2024-08-22 13:00:52,522.0,24.0,26.0,877.2
Aranet4 272D2,2024-08-22 13:05:52,429.0,24.1,24.0,877.2
Aranet4 272D2,2024-08-22 13:10:52,424.0,24.1,23.0,877.1
Aranet4 272D2,2024-08-22 13:15:52,391.0,24.1,23.0,877.2
Aranet4 272D2,2024-08-22 13:20:52,433.0,24.1,24.0,877.0
Aranet4 272D2,2024-08-22 13:25:52,432.0,24.1,24.0,876.9
Aranet4 272D2,2024-08-22 13:30:52,456.0,24.3,24.0,876.9
Aranet4 272D2,2024-08-22 13:35:52,427.0,24.3,23.0,876.7
Aranet4 272D2,2024-08-22 13:40:52,508.0,24.3,24.0,876.6
Aranet4 272D2,2024-08-22 13:45:52,449.0,24.3,23.0,876.5
Aranet4 272D2,2024-08-22 13:50:52,483.0,24.3,23.0,876.4
Aranet4 272D2,2024-08-22 13:55:52,410.0,24.3,22.0,876.4
Aranet4 272D2,2024-08-22 14:00:52,459.0,24.4,24.0,876.2
Aranet4 272D2,2024-08-22 14:05:52,489.0,24.4,23.0,876.3
Aranet4 272D2,2024-08-22 14:10:52,480.0,24.4,23.0,876.2
Aranet4 272D2,2024-08-22 14:15:52,497.0,24.4,23.0,876.1
Aranet4 272D2,2024-08-22 14:20:52,387.0,24.4,22.0,876.1
Aranet4 272D2,2024-08-22 14:25:52,412.0,24.4,23.0,876.0
Aranet4 272D2,2024-08-22 14:30:52,405.0,24.4,23.0,876.0
Aranet4 272D2,2024-08-22 14:35:52,441.0,24.4,23.0,875.9
Aranet4 272D2,2024-08-22 14:40:52,364.0,24.4,23.0,875.9
Aranet4 272D2,2024-08-22 14:45:52,357.0,24.5,23.0,876.0
Aranet4 272D2,2024-08-22 14:50:52,341.0,24.4,23.0,876.0
Aranet4 272D2,2024-08-22 14:55:52,396.0,24.4,24.0,875.8
Aranet4 272D2,2024-08-22 15:00:52,377.0,24.4,24.0,875.9
Aranet4 272D2,2024-08-22 15:05:52,384.0,24.4,23.0,875.8
Aranet4 272D2,2024-08-22 15:10:52,363.0,24.5,23.0,875.8
Aranet4 272D2,2024-08-22 15:15:52,356.0,24.5,23.0,875.9
Aranet4 272D2,2024-08-22 15:20:52,372.0,24.5,23.0,875.8
Aranet4 272D2,2024-08-22 15:25:52,367.0,24.6,24.0,875.8
Aranet4 272D2,2024-08-22 15:30:52,390.0,24.6,25.0,875.7
Aranet4 272D2,2024-08-22 15:35:52,361.0,24.7,25.0,875.7
Aranet4 272D2,2024-08-22 15:40:52,374.0,24.8,25.0,875.8
Aranet4 272D2,2024-08-22 15:45:52,369.0,24.9,24.0,875.7
Aranet4 272D2,2024-08-22 15:50:52,376.0,25.0,24.0,875.8
Aranet4 272D2,2024-08-22 15:55:52,391.0,25.0,23.0,875.8
Aranet4 272D2,2024-08-22 16:00:52,377.0,24.9,24.0,875.9
Aranet4 272D2,2024-08-22 16:05:52,349.0,24.9,23.0,875.9
Aranet4 272D2,2024-08-22 16:10:52,366.0,24.9,23.0,875.9
Aranet4 272D2,2024-08-22 16:15:52,382.0,24.9,23.0,876.0
Aranet4 272D2,2024-08-22 16:20:52,359.0,24.9,23.0,876.0
Aranet4 272D2,2024-08-22 16:25:52,360.0,24.9,23.0,876.0
Aranet4 272D2,2024-08-22 16:30:52,360.0,24.9,22.0,876.0
Aranet4 272D2,2024-08-22 16:35:52,349.0,24.8,22.0,876.0
Aranet4 272D2,2024-08-22 16:40:52,350.0,24.8,22.0,876.1
Aranet4 272D2,2024-08-22 16:45:52,356.0,24.8,22.0,876.1
Aranet4 272D2,2024-08-22 16:50:52,342.0,24.7,22.0,876.1
Aranet4 272D2,2024-08-22 16:55:52,353.0,24.7,22.0,876.2
Aranet4 272D2,2024-08-22 17:00:52,354.0,24.7,22.0,876.2
Aranet4 272D2,2024-08-22 17:05:52,355.0,24.7,22.0,876.2
Aranet4 272D2,2024-08-22 17:10:52,362.0,24.6,21.0,876.3
Aranet4 272D2,2024-08-22 17:15:52,355.0,24.6,21.0,876.2
Aranet4 272D2,2024-08-22 17:20:52,344.0,24.5,21.0,876.3
Aranet4 272D2,2024-08-22 17:25:52,372.0,24.5,21.0,876.4
Aranet4 272D2,2024-08-22 17:30:52,351.0,24.5,21.0,876.5
Aranet4 272D2,2024-08-22 17:35:52,358.0,24.4,21.0,876.5
Aranet4 272D2,2024-08-22 17:40:52,366.0,24.4,21.0,876.6
Aranet4 272D2,2024-08-22 17:45:52,372.0,24.4,21.0,876.6
Aranet4 272D2,2024-08-22 17:50:52,345.0,24.4,20.0,876.7
Aranet4 272D2,2024-08-22 17:55:52,361.0,24.3,20.0,876.6
Aranet4 25247,2024-06-17 06:02:15,359.0,17.0,55.0,877.6
Aranet4 25247,2024-06-17 06:07:15,360.0,16.9,55.0,877.6
Aranet4 25247,2024-06-17 06:12:15,354.0,16.9,55.0,877.7
Aranet4 25247,2024-06-17 06:17:15,361.0,16.9,56.0,877.7
Aranet4 25247,2024-06-17 06:22:15,358.0,16.9,56.0,877.9
Aranet4 25247,2024-06-17 06:27:15,352.0,16.9,56.0,877.8
Aranet4 25247,2024-06-17 06:32:15,367.0,16.9,56.0,877.8
Aranet4 25247,2024-06-17 06:37:15,358.0,16.9,57.0,877.9
Aranet4 25247,2024-06-17 06:42:15,363.0,16.8,57.0,878.1
Aranet4 25247,2024-06-17 06:47:15,365.0,16.9,57.0,878.2
Aranet4 25247,2024-06-17 06:52:15,371.0,16.9,57.0,878.1
Aranet4 25247,2024-06-17 06:57:15,375.0,16.9,57.0,878.1
Aranet4 25247,2024-06-17 07:02:15,382.0,16.9,57.0,878.2
Aranet4 25247,2024-06-17 07:07:15,383.0,16.9,58.0,878.2
Aranet4 25247,2024-06-17 07:12:15,380.0,16.9,57.0,878.3
Aranet4 25247,2024-06-17 07:17:15,380.0,16.9,58.0,878.3
Aranet4 25247,2024-06-17 07:22:15,374.0,17.0,58.0,878.4
Aranet4 25247,2024-06-17 07:27:15,392.0,17.0,58.0,878.4
Aranet4 25247,2024-06-17 07:32:15,390.0,17.1,58.0,878.4
Aranet4 25247,2024-06-17 07:37:15,383.0,17.1,58.0,878.5
Aranet4 25247,2024-06-17 07:42:15,384.0,17.1,59.0,878.5
Aranet4 25247,2024-06-17 07:47:15,387.0,17.1,58.0,878.5
Aranet4 25247,2024-06-17 07:52:15,407.0,17.2,58.0,878.5
Aranet4 25247,2024-06-17 07:57:15,415.0,17.3,58.0,878.6
Aranet4 25247,2024-06-17 08:02:15,424.0,17.4,59.0,878.7
Aranet4 25247,2024-06-17 08:07:15,427.0,17.4,58.0,878.8
Aranet4 25247,2024-06-17 08:12:15,424.0,17.4,59.0,878.9
Aranet4 25247,2024-06-17 08:17:15,424.0,17.6,59.0,878.9
Aranet4 25247,2024-06-17 08:22:15,439.0,17.6,59.0,878.9
