device,date,aer_tmb,Cr_tmb,aer_ssm,Cr_ssm
Aranet4 272D2,2024-07-17,10.887599479501624,339.2727950277782,7.20220401738244,357.0
Aranet4 272D2,2024-07-18,11.057428256045965,333.2651627331019,8.537711526570693,356.0
Aranet4 272D2,2024-07-19,9.116945308017575,314.9609802165404,7.616309451667692,361.7
Aranet4 272D2,2024-07-20,4.495612608986196,300.0,6.151207275442608,358.0
Aranet4 272D2,2024-07-21,4.528157087692663,300.0,5.477619910270039,344.0
Aranet4 272D2,2024-07-22,6.575551311821717,300.0,5.536057665706763,357.0
Aranet4 272D2,2024-07-23,7.47825790252129,322.6698743865818,6.3374904555866625,363.0
Aranet4 272D2,2024-07-24,6.169346660702881,302.7071322172821,5.407870896532259,368.0
Aranet4 272D2,2024-07-25,3.760066634038957,300.0,4.304467539940665,352.0
Aranet4 272D2,2024-07-26,4.42263139183906,310.72483091843264,4.518682694622546,376.35
Aranet4 272D2,2024-07-27,5.0186372346079375,370.0,4.5836148018302305,370.0
Aranet4 272D2,2024-07-28,5.4848178463588955,374.7,4.901597548594779,374.7
Aranet4 272D2,2024-07-29,5.819934334030175,302.1480551654325,5.303098610196457,357.0
Aranet4 272D2,2024-07-30,10.13934056976497,378.0,7.257548763275412,378.0
Aranet4 272D2,2024-07-31,7.800311614271455,346.2127072116561,7.16203740657017,358.0
Aranet4 272D2,2024-08-01,8.521833698321032,337.86183642958105,6.906319223635803,357.0
Aranet4 272D2,2024-08-04,4.8356987783088305,350.0,4.64966775284779,350.0
Aranet4 272D2,2024-08-05,5.775004531119018,300.0,4.050826908814249,346.0
Aranet4 272D2,2024-08-06,10.64524622581696,339.10152919378925,7.545176889793841,354.0
Aranet4 272D2,2024-08-07,5.928482599897672,300.0,5.607314259239221,353.0
Aranet4 272D2,2024-08-08,6.1318302232834805,300.0,4.9197581394069045,353.0
Aranet4 272D2,2024-08-09,6.914410511462498,300.0,6.467584775656498,343.0
Aranet4 272D2,2024-08-13,17.745718849607105,347.0,9.670182321573789,347.0
Aranet4 272D2,2024-08-14,7.808422198625942,308.62031562964125,5.29735209948892,348.0
Aranet4 272D2,2024-08-15,11.357497910085371,325.17669206834887,11.361992833105074,333.0
Aranet4 272D2,2024-08-16,16.39788009248537,343.2018579170751,9.789899752871534,350.0
Aranet4 272D2,2024-08-21,11.587831793744327,335.8883553414624,6.5103934317531005,349.0
Aranet4 272D2,2024-08-22,7.098894366241273,320.3171825200923,5.304618517140788,342.0
