device,datetime,co2,no_people
Aranet4 25247,2024-06-17 06:02:15,359.0,0.0
Aranet4 25247,2024-06-17 06:07:15,360.0,15.196666666666667
Aranet4 25247,2024-06-17 06:12:15,354.0,12.443333333333333
Aranet4 25247,2024-06-17 06:17:15,361.0,18.39666666666667
Aranet4 25247,2024-06-17 06:22:15,358.0,17.14
Aranet4 25247,2024-06-17 06:27:15,352.0,14.14
Aranet4 25247,2024-06-17 06:32:15,367.0,14.643333333333333
Aranet4 25247,2024-06-17 06:37:15,358.0,18.36
Aranet4 25247,2024-06-17 06:42:15,363.0,19.71
Aranet4 25247,2024-06-17 06:47:15,365.0,23.043333333333333
Aranet4 25247,2024-06-17 06:52:15,371.0,31.376666666666665
Aranet4 25247,2024-06-17 06:57:15,375.0,42.373333333333335
Aranet4 25247,2024-06-17 07:02:15,382.0,47.50333333333333
Aranet4 25247,2024-06-17 07:07:15,383.0,53.02333333333333
Aranet4 25247,2024-06-17 07:12:15,380.0,65.37666666666667
Aranet4 25247,2024-06-17 07:17:15,380.0,66.54666666666667
Aranet4 25247,2024-06-17 07:22:15,374.0,66.37333333333333
Aranet4 25247,2024-06-17 07:27:15,392.0,64.74333333333334
Aranet4 25247,2024-06-17 07:32:15,390.0,71.78666666666666
Aranet4 25247,2024-06-17 07:37:15,383.0,75.33666666666667
Aranet4 25247,2024-06-17 07:42:15,384.0,78.84
Aranet4 25247,2024-06-17 07:47:15,387.0,87.55
Aranet4 25247,2024-06-17 07:52:15,407.0,89.81333333333333
Aranet4 25247,2024-06-17 07:57:15,415.0,110.32333333333334
Aranet4 25247,2024-06-17 08:02:15,424.0,120.06
Aranet4 25247,2024-06-17 08:07:15,427.0,121.44333333333333
Aranet4 25247,2024-06-17 08:12:15,424.0,126.20666666666666
Aranet4 25247,2024-06-17 08:17:15,424.0,130.72333333333333
Aranet4 25247,2024-06-17 08:22:15,439.0,126.11
Aranet4 25247,2024-06-17 08:27:15,445.0,135.65
Aranet4 25247,2024-06-17 08:32:15,464.0,155.98333333333332
Aranet4 25247,2024-06-17 08:37:15,435.0,159.39666666666668
Aranet4 25247,2024-06-17 08:42:15,426.0,157.68333333333334
Aranet4 25247,2024-06-17 08:47:15,467.0,173.38
Aranet4 25247,2024-06-17 08:52:15,485.0,178.82
Aranet4 25247,2024-06-17 08:57:15,448.0,163.28
Aranet4 25247,2024-06-17 09:02:15,415.0,147.11333333333334
Aranet4 25247,2024-06-17 09:07:15,450.0,157.99333333333334
Aranet4 25247,2024-06-17 09:12:15,450.0,174.61666666666667
Aranet4 25247,2024-06-17 09:17:15,444.0,184.47
Aranet4 25247,2024-06-17 09:22:15,461.0,182.03666666666666
Aranet4 25247,2024-06-17 09:27:15,494.0,191.12
Aranet4 25247,2024-06-17 09:32:15,475.0,209.01666666666668
Aranet4 25247,2024-06-17 09:37:15,479.0,200.32
Aranet4 25247,2024-06-17 09:42:15,471.0,195.98333333333332
Aranet4 25247,2024-06-17 09:47:15,439.0,190.52666666666667
Aranet4 25247,2024-06-17 09:52:15,445.0,177.30333333333334
Aranet4 25247,2024-06-17 09:57:15,514.0,178.93
Aranet4 25247,2024-06-17 10:02:15,484.0,183.45666666666668
Aranet4 25247,2024-06-17 10:07:15,441.0,192.32666666666665
Aranet4 25247,2024-06-17 10:12:15,475.0,187.20333333333335
Aranet4 25247,2024-06-17 10:17:15,446.0,192.45666666666668
Aranet4 25247,2024-06-17 10:22:15,419.0,186.50666666666666
Aranet4 25247,2024-06-17 10:27:15,512.0,203.19666666666666
Aranet4 25247,2024-06-17 10:32:15,524.0,196.27
Aranet4 25247,2024-06-17 10:37:15,554.0,193.16
Aranet4 25247,2024-06-17 10:42:15,558.0,194.48
Aranet4 25247,2024-06-17 10:47:15,586.0,182.31666666666666
Aranet4 25247,2024-06-17 10:52:15,590.0,188.37
Aranet4 25247,2024-06-17 10:57:15,678.0,209.98
Aranet4 25247,2024-06-17 11:02:15,792.0,207.79
Aranet4 25247,2024-06-17 11:07:15,795.0,208.64333333333335
Aranet4 25247,2024-06-17 11:12:15,382.0,220.04
Aranet4 25247,2024-06-17 11:17:15,409.0,227.70333333333335
Aranet4 25247,2024-06-17 11:22:15,377.0,217.40666666666667
Aranet4 25247,2024-06-17 11:27:15,404.0,203.53666666666666
Aranet4 25247,2024-06-17 11:32:15,471.0,190.19
Aranet4 25247,2024-06-17 11:37:15,370.0,186.46
Aranet4 25247,2024-06-17 11:42:15,412.0,167.52333333333334
Aranet4 25247,2024-06-17 11:47:15,384.0,170.70333333333335
Aranet4 25247,2024-06-17 11:52:15,461.0,171.95666666666668
Aranet4 25247,2024-06-17 11:57:15,390.0,169.80333333333334
Aranet4 25247,2024-06-17 12:02:15,376.0,174.69666666666666
Aranet4 25247,2024-06-17 12:07:15,382.0,188.47333333333333
Aranet4 25247,2024-06-17 12:12:15,478.0,187.94333333333333
Aranet4 25247,2024-06-17 12:17:15,370.0,177.12
Aranet4 25247,2024-06-17 12:22:15,435.0,171.06
Aranet4 25247,2024-06-17 12:27:15,405.0,175.77666666666667
Aranet4 25247,2024-06-17 12:32:15,383.0,181.63333333333333
Aranet4 25247,2024-06-17 12:37:15,375.0,190.97
Aranet4 25247,2024-06-17 12:42:15,377.0,199.93333333333334
Aranet4 25247,2024-06-17 12:47:15,383.0,181.82333333333332
Aranet4 25247,2024-06-17 12:52:15,377.0,158.03
Aranet4 25247,2024-06-17 12:57:15,384.0,147.46333333333334
Aranet4 25247,2024-06-17 13:02:15,366.0,156.54
Aranet4 25247,2024-06-17 13:07:15,375.0,161.70666666666668
Aranet4 25247,2024-06-17 13:12:15,384.0,151.54
Aranet4 25247,2024-06-17 13:17:15,374.0,159.95
Aranet4 25247,2024-06-17 13:22:15,376.0,140.62666666666667
Aranet4 25247,2024-06-17 13:27:15,366.0,144.19
Aranet4 25247,2024-06-17 13:32:15,363.0,128.56666666666666
Aranet4 25247,2024-06-17 13:37:15,348.0,118.01
Aranet4 25247,2024-06-17 13:42:15,344.0,124.75
Aranet4 25247,2024-06-17 13:47:15,369.0,131.90666666666667
Aranet4 25247,2024-06-17 13:52:15,367.0,127.3
Aranet4 25247,2024-06-17 13:57:15,357.0,132.69666666666666
Aranet4 25247,2024-06-17 14:02:15,364.0,121.44666666666667
Aranet4 25247,2024-06-17 14:07:15,382.0,122.12666666666667
Aranet4 25247,2024-06-17 14:12:15,375.0,118.21333333333334
Aranet4 25247,2024-06-17 14:17:15,387.0,125.12
Aranet4 25247,2024-06-17 14:22:15,472.0,123.14666666666666
Aranet4 25247,2024-06-17 14:27:15,508.0,116.24666666666667
Aranet4 25247,2024-06-17 14:32:15,436.0,115.42333333333333
Aranet4 25247,2024-06-17 14:37:15,524.0,116.52
Aranet4 25247,2024-06-17 14:42:15,446.0,116.45666666666666
Aranet4 25247,2024-06-17 14:47:15,376.0,113.31333333333333
Aranet4 25247,2024-06-17 14:52:15,356.0,100.04666666666667
Aranet4 25247,2024-06-17 14:57:15,369.0,110.24
Aranet4 25247,2024-06-17 15:02:15,381.0,110.95666666666666
Aranet4 25247,2024-06-17 15:07:15,387.0,110.89
Aranet4 25247,2024-06-17 15:12:15,362.0,106.32333333333334
Aranet4 25247,2024-06-17 15:17:15,356.0,106.69333333333333
Aranet4 25247,2024-06-17 15:22:15,360.0,100.92
Aranet4 25247,2024-06-17 15:27:15,375.0,96.52666666666667
Aranet4 25247,2024-06-17 15:32:15,355.0,94.67333333333333
Aranet4 25247,2024-06-17 15:37:15,351.0,103.98333333333333
Aranet4 25247,2024-06-17 15:42:15,368.0,104.38666666666667
Aranet4 25247,2024-06-17 15:47:15,380.0,104.90666666666667
Aranet4 25247,2024-06-17 15:52:15,354.0,94.29333333333334
Aranet4 25247,2024-06-17 15:57:15,353.0,91.48666666666666
Aranet4 25247,2024-06-17 16:02:15,351.0,73.81333333333333
Aranet4 25247,2024-06-17 16:07:15,350.0,79.45
Aranet4 25247,2024-06-17 16:12:15,370.0,82.16
Aranet4 25247,2024-06-17 16:17:15,364.0,69.70333333333333
Aranet4 25247,2024-06-17 16:22:15,354.0,68.08333333333333
Aranet4 25247,2024-06-17 16:27:15,335.0,63.24666666666667
Aranet4 25247,2024-06-17 16:32:15,340.0,61.666666666666664
Aranet4 25247,2024-06-17 16:37:15,339.0,53.06666666666667
Aranet4 25247,2024-06-17 16:42:15,348.0,43.63666666666666
Aranet4 25247,2024-06-17 16:47:15,348.0,40.346666666666664
Aranet4 25247,2024-06-17 16:52:15,346.0,35.15
Aranet4 25247,2024-06-17 16:57:15,348.0,32.736666666666665
Aranet4 25247,2024-06-17 17:02:15,363.0,31.723333333333333
Aranet4 25247,2024-06-17 17:07:15,330.0,30.536666666666665
Aranet4 25247,2024-06-17 17:12:15,351.0,37.39333333333333
Aranet4 25247,2024-06-17 17:17:15,362.0,39.35666666666667
Aranet4 25247,2024-06-17 17:22:15,353.0,28.6
Aranet4 25247,2024-06-17 17:27:15,345.0,32.46
Aranet4 25247,2024-06-17 17:32:15,379.0,42.68333333333333
Aranet4 25247,2024-06-17 17:37:15,376.0,38.403333333333336
Aranet4 25247,2024-06-17 17:42:15,343.0,38.986666666666665
Aranet4 25247,2024-06-17 17:47:15,365.0,50.333333333333336
Aranet4 25247,2024-06-17 17:52:15,369.0,43.36
Aranet4 25247,2024-06-17 17:57:15,357.0,43.55
Aranet4 25247,2024-06-18 06:02:15,383.0,0.0
Aranet4 25247,2024-06-18 06:07:15,382.0,9.913333333333334
Aranet4 25247,2024-06-18 06:12:15,376.0,13.486666666666666
Aranet4 25247,2024-06-18 06:17:15,395.0,16.266666666666666
Aranet4 25247,2024-06-18 06:22:15,399.0,20.79
Aranet4 25247,2024-06-18 06:27:15,415.0,17.846666666666668
Aranet4 25247,2024-06-18 06:32:15,417.0,20.25
Aranet4 25247,2024-06-18 06:37:15,421.0,25.32
Aranet4 25247,2024-06-18 06:42:15,422.0,30.663333333333334
Aranet4 25247,2024-06-18 06:47:15,443.0,29.006666666666668
Aranet4 25247,2024-06-18 06:52:15,457.0,35.25
Aranet4 25247,2024-06-18 06:57:15,462.0,44.20333333333333
Aranet4 25247,2024-06-18 07:02:15,463.0,45.45666666666666
Aranet4 25247,2024-06-18 07:07:15,491.0,52.593333333333334
Aranet4 25247,2024-06-18 07:12:15,516.0,63.24333333333333
Aranet4 25247,2024-06-18 07:17:15,488.0,61.46
Aranet4 25247,2024-06-18 07:22:15,476.0,67.32666666666667
Aranet4 25247,2024-06-18 07:27:15,441.0,68.39333333333333
Aranet4 25247,2024-06-18 07:32:15,441.0,83.33666666666667
Aranet4 25247,2024-06-18 07:37:15,471.0,104.19333333333333
Aranet4 25247,2024-06-18 07:42:15,501.0,105.44333333333333
Aranet4 25247,2024-06-18 07:47:15,487.0,113.11666666666666
Aranet4 25247,2024-06-18 07:52:15,486.0,123.61666666666666
Aranet4 25247,2024-06-18 07:57:15,425.0,125.33333333333333
Aranet4 25247,2024-06-18 08:02:15,418.0,136.63
Aranet4 25247,2024-06-18 08:07:15,401.0,147.00333333333333
Aranet4 25247,2024-06-18 08:12:15,385.0,154.17
Aranet4 25247,2024-06-18 08:17:15,416.0,162.56333333333333
Aranet4 25247,2024-06-18 08:22:15,446.0,166.17333333333335
Aranet4 25247,2024-06-18 08:27:15,491.0,173.38333333333333
Aranet4 25247,2024-06-18 08:32:15,451.0,188.16
Aranet4 25247,2024-06-18 08:37:15,439.0,184.56666666666666
Aranet4 25247,2024-06-18 08:42:15,491.0,196.07666666666665
Aranet4 25247,2024-06-18 08:47:15,493.0,202.43333333333334
Aranet4 25247,2024-06-18 08:52:15,589.0,193.46333333333334
Aranet4 25247,2024-06-18 08:57:15,657.0,179.37333333333333
Aranet4 25247,2024-06-18 09:02:15,635.0,180.31
Aranet4 25247,2024-06-18 09:07:15,569.0,183.69
Aranet4 25247,2024-06-18 09:12:15,530.0,178.68333333333334
Aranet4 25247,2024-06-18 09:17:15,484.0,181.6
Aranet4 25247,2024-06-18 09:22:15,478.0,179.53333333333333
Aranet4 25247,2024-06-18 09:27:15,517.0,185.47666666666666
Aranet4 25247,2024-06-18 09:32:15,495.0,193.85
Aranet4 25247,2024-06-18 09:37:15,447.0,189.59
Aranet4 25247,2024-06-18 09:42:15,471.0,171.80666666666667
Aranet4 25247,2024-06-18 09:47:15,521.0,182.84333333333333
Aranet4 25247,2024-06-18 09:52:15,512.0,182.3
Aranet4 25247,2024-06-18 09:57:15,603.0,182.63
Aranet4 25247,2024-06-18 10:02:15,681.0,198.44333333333333
Aranet4 25247,2024-06-18 10:07:15,719.0,192.81
Aranet4 25247,2024-06-18 10:12:15,725.0,189.81
Aranet4 25247,2024-06-18 10:17:15,652.0,183.32333333333332
Aranet4 25247,2024-06-18 10:22:15,603.0,191.56
Aranet4 25247,2024-06-18 10:27:15,560.0,190.99666666666667
Aranet4 25247,2024-06-18 10:32:15,568.0,187.90666666666667
Aranet4 25247,2024-06-18 10:37:15,521.0,194.37666666666667
Aranet4 25247,2024-06-18 10:42:15,516.0,190.43666666666667
Aranet4 25247,2024-06-18 10:47:15,524.0,192.97
Aranet4 25247,2024-06-18 10:52:15,626.0,192.51333333333332
Aranet4 25247,2024-06-18 10:57:15,702.0,186.34
Aranet4 25247,2024-06-18 11:02:15,755.0,191.25
Aranet4 25247,2024-06-18 11:07:15,734.0,198.68333333333334
Aranet4 25247,2024-06-18 11:12:15,764.0,200.59
Aranet4 25247,2024-06-18 11:17:15,661.0,188.23666666666668
Aranet4 25247,2024-06-18 11:22:15,711.0,194.81333333333333
Aranet4 25247,2024-06-18 11:27:15,678.0,189.21
Aranet4 25247,2024-06-18 11:32:15,752.0,186.99
Aranet4 25247,2024-06-18 11:37:15,551.0,182.80666666666667
Aranet4 25247,2024-06-18 11:42:15,560.0,180.97333333333333
Aranet4 25247,2024-06-18 11:47:15,755.0,193.24666666666667
Aranet4 25247,2024-06-18 11:52:15,732.0,181.66
Aranet4 25247,2024-06-18 11:57:15,632.0,177.76666666666668
Aranet4 25247,2024-06-18 12:02:15,690.0,187.04666666666665
Aranet4 25247,2024-06-18 12:07:15,706.0,173.49666666666667
Aranet4 25247,2024-06-18 12:12:15,656.0,153.89333333333335
Aranet4 25247,2024-06-18 12:17:15,580.0,155.96333333333334
Aranet4 25247,2024-06-18 12:22:15,659.0,148.92333333333335
Aranet4 25247,2024-06-18 12:27:15,675.0,145.74333333333334
Aranet4 25247,2024-06-18 12:32:15,729.0,133.6
Aranet4 25247,2024-06-18 12:37:15,724.0,135.01666666666668
Aranet4 25247,2024-06-18 12:42:15,658.0,128.97
Aranet4 25247,2024-06-18 12:47:15,656.0,127.76
Aranet4 25247,2024-06-18 12:52:15,481.0,124.75333333333333
Aranet4 25247,2024-06-18 12:57:15,479.0,117.94333333333333
Aranet4 25247,2024-06-18 13:02:15,512.0,116.53
Aranet4 25247,2024-06-18 13:07:15,467.0,120.14
Aranet4 25247,2024-06-18 13:12:15,562.0,110.52333333333333
Aranet4 25247,2024-06-18 13:17:15,564.0,106.23666666666666
Aranet4 25247,2024-06-18 13:22:15,604.0,108.79
Aranet4 25247,2024-06-18 13:27:15,614.0,103.32
Aranet4 25247,2024-06-18 13:32:15,559.0,97.77
Aranet4 25247,2024-06-18 13:37:15,523.0,112.95
Aranet4 25247,2024-06-18 13:42:15,506.0,104.39666666666666
Aranet4 25247,2024-06-18 13:47:15,412.0,95.31666666666666
Aranet4 25247,2024-06-18 13:52:15,480.0,91.03333333333333
Aranet4 25247,2024-06-18 13:57:15,433.0,91.20333333333333
Aranet4 25247,2024-06-18 14:02:15,389.0,91.71
Aranet4 25247,2024-06-18 14:07:15,404.0,87.75
Aranet4 25247,2024-06-18 14:12:15,431.0,89.42333333333333
Aranet4 25247,2024-06-18 14:17:15,454.0,94.75666666666666
Aranet4 25247,2024-06-18 14:22:15,455.0,81.87333333333333
Aranet4 25247,2024-06-18 14:27:15,418.0,84.12333333333333
Aranet4 25247,2024-06-18 14:32:15,442.0,86.61333333333333
Aranet4 25247,2024-06-18 14:37:15,483.0,81.56666666666666
Aranet4 25247,2024-06-18 14:42:15,520.0,80.64333333333333
Aranet4 25247,2024-06-18 14:47:15,532.0,76.00333333333333
Aranet4 25247,2024-06-18 14:52:15,531.0,74.02
Aranet4 25247,2024-06-18 14:57:15,472.0,67.23666666666666
Aranet4 25247,2024-06-18 15:02:15,475.0,69.44333333333333
Aranet4 25247,2024-06-18 15:07:15,384.0,64.59
Aranet4 25247,2024-06-18 15:12:15,388.0,68.17666666666666
Aranet4 25247,2024-06-18 15:17:15,363.0,68.72666666666667
Aranet4 25247,2024-06-18 15:22:15,392.0,66.77666666666667
Aranet4 25247,2024-06-18 15:27:15,354.0,70.49666666666667
Aranet4 25247,2024-06-18 15:32:15,438.0,82.03666666666666
Aranet4 25247,2024-06-18 15:37:15,485.0,76.74333333333334
Aranet4 25247,2024-06-18 15:42:15,488.0,70.0
Aranet4 25247,2024-06-18 15:47:15,513.0,74.6
Aranet4 25247,2024-06-18 15:52:15,550.0,73.14
Aranet4 25247,2024-06-18 15:57:15,556.0,71.67
Aranet4 25247,2024-06-18 16:02:15,550.0,68.78333333333333
Aranet4 25247,2024-06-18 16:07:15,546.0,55.11333333333334
Aranet4 25247,2024-06-18 16:12:15,530.0,51.29666666666667
Aranet4 25247,2024-06-18 16:17:15,510.0,46.71333333333333
Aranet4 25247,2024-06-18 16:22:15,502.0,43.696666666666665
Aranet4 25247,2024-06-18 16:27:15,514.0,43.11666666666667
Aranet4 25247,2024-06-18 16:32:15,456.0,46.06333333333333
Aranet4 25247,2024-06-18 16:37:15,506.0,30.39666666666667
Aranet4 25247,2024-06-18 16:42:15,480.0,28.393333333333334
Aranet4 25247,2024-06-18 16:47:15,467.0,25.253333333333334
Aranet4 25247,2024-06-18 16:52:15,503.0,21.7
Aranet4 25247,2024-06-18 16:57:15,489.0,22.32
Aranet4 25247,2024-06-18 17:02:15,511.0,28.336666666666666
Aranet4 25247,2024-06-18 17:07:15,530.0,31.73
Aranet4 25247,2024-06-18 17:12:15,510.0,28.44333333333333
Aranet4 25247,2024-06-18 17:17:15,501.0,25.29
Aranet4 25247,2024-06-18 17:22:15,497.0,14.05
Aranet4 25247,2024-06-18 17:27:15,488.0,15.393333333333333
Aranet4 25247,2024-06-18 17:32:15,467.0,10.253333333333334
Aranet4 25247,2024-06-18 17:37:15,445.0,9.006666666666666
Aranet4 25247,2024-06-18 17:42:15,428.0,11.75
Aranet4 25247,2024-06-18 17:47:15,389.0,7.013333333333334
Aranet4 25247,2024-06-18 17:52:15,351.0,3.6033333333333335
Aranet4 25247,2024-06-18 17:57:15,350.0,5.426666666666667
Aranet4 25247,2024-06-19 06:02:14,362.0,0.0
Aranet4 25247,2024-06-19 06:07:14,347.0,3.493333333333333
Aranet4 25247,2024-06-19 06:12:14,366.0,3.283333333333333
Aranet4 25247,2024-06-19 06:17:14,350.0,7.49
Aranet4 25247,2024-06-19 06:22:14,364.0,7.276666666666666
Aranet4 25247,2024-06-19 06:27:14,365.0,6.766666666666667
Aranet4 25247,2024-06-19 06:32:14,362.0,7.6466666666666665
Aranet4 25247,2024-06-19 06:37:14,371.0,12.043333333333333
Aranet4 25247,2024-06-19 06:42:14,360.0,24.463333333333335
Aranet4 25247,2024-06-19 06:47:14,381.0,27.36
Aranet4 25247,2024-06-19 06:52:14,388.0,30.363333333333333
Aranet4 25247,2024-06-19 06:57:14,385.0,41.03
Aranet4 25247,2024-06-19 07:02:14,393.0,39.93666666666667
Aranet4 25247,2024-06-19 07:07:14,399.0,37.33
Aranet4 25247,2024-06-19 07:12:14,394.0,46.013333333333335
Aranet4 25247,2024-06-19 07:17:14,387.0,54.156666666666666
Aranet4 25247,2024-06-19 07:22:14,410.0,56.93333333333333
Aranet4 25247,2024-06-19 07:27:14,369.0,59.3
Aranet4 25247,2024-06-19 07:32:14,382.0,63.223333333333336
Aranet4 25247,2024-06-19 07:37:14,385.0,76.24333333333334
Aranet4 25247,2024-06-19 07:42:14,401.0,82.20666666666666
Aranet4 25247,2024-06-19 07:47:14,402.0,85.61666666666666
Aranet4 25247,2024-06-19 07:52:14,420.0,98.63333333333334
Aranet4 25247,2024-06-19 07:57:14,391.0,110.30333333333333
Aranet4 25247,2024-06-19 08:02:14,375.0,119.56333333333333
Aranet4 25247,2024-06-19 08:07:14,389.0,119.09666666666666
Aranet4 25247,2024-06-19 08:12:14,360.0,116.3
Aranet4 25247,2024-06-19 08:17:14,389.0,120.79666666666667
Aranet4 25247,2024-06-19 08:22:14,383.0,132.93333333333334
Aranet4 25247,2024-06-19 08:27:14,402.0,142.03
Aranet4 25247,2024-06-19 08:32:14,404.0,144.40333333333334
Aranet4 25247,2024-06-19 08:37:14,411.0,147.39
Aranet4 25247,2024-06-19 08:42:14,437.0,143.72
Aranet4 25247,2024-06-19 08:47:14,424.0,140.86666666666667
Aranet4 25247,2024-06-19 08:52:14,424.0,145.57
Aranet4 25247,2024-06-19 08:57:14,428.0,135.42
Aranet4 25247,2024-06-19 09:02:14,407.0,140.00333333333333
Aranet4 25247,2024-06-19 09:07:14,404.0,149.74
Aranet4 25247,2024-06-19 09:12:14,402.0,162.01333333333332
Aranet4 25247,2024-06-19 09:17:14,447.0,157.11
Aranet4 25247,2024-06-19 09:22:14,406.0,146.89666666666668
Aranet4 25247,2024-06-19 09:27:14,438.0,145.28
Aranet4 25247,2024-06-19 09:32:14,431.0,148.53333333333333
Aranet4 25247,2024-06-19 09:37:14,396.0,159.66333333333333
Aranet4 25247,2024-06-19 09:42:14,442.0,151.22
Aranet4 25247,2024-06-19 09:47:14,476.0,144.84666666666666
Aranet4 25247,2024-06-19 09:52:14,389.0,143.25
Aranet4 25247,2024-06-19 09:57:14,380.0,148.07666666666665
Aranet4 25247,2024-06-19 10:02:14,383.0,153.81666666666666
Aranet4 25247,2024-06-19 10:07:14,403.0,142.71
Aranet4 25247,2024-06-19 10:12:14,446.0,163.22666666666666
Aranet4 25247,2024-06-19 10:17:14,484.0,163.65
Aranet4 25247,2024-06-19 10:22:14,481.0,182.12333333333333
Aranet4 25247,2024-06-19 10:27:14,457.0,176.57
Aranet4 25247,2024-06-19 10:32:14,442.0,164.84333333333333
Aranet4 25247,2024-06-19 10:37:14,500.0,176.7
Aranet4 25247,2024-06-19 10:42:14,598.0,163.12333333333333
Aranet4 25247,2024-06-19 10:47:14,638.0,159.52666666666667
Aranet4 25247,2024-06-19 10:52:14,493.0,153.07666666666665
Aranet4 25247,2024-06-19 10:57:14,542.0,154.69
Aranet4 25247,2024-06-19 11:02:14,531.0,142.85
Aranet4 25247,2024-06-19 11:07:14,423.0,142.66
Aranet4 25247,2024-06-19 11:12:14,467.0,139.23333333333332
Aranet4 25247,2024-06-19 11:17:14,531.0,135.85333333333332
Aranet4 25247,2024-06-19 11:22:14,413.0,148.97
Aranet4 25247,2024-06-19 11:27:14,541.0,135.82
Aranet4 25247,2024-06-19 11:32:14,653.0,131.15666666666667
Aranet4 25247,2024-06-19 11:37:14,477.0,137.73666666666668
Aranet4 25247,2024-06-19 11:42:14,503.0,144.83666666666667
Aranet4 25247,2024-06-19 11:47:14,478.0,146.03
Aranet4 25247,2024-06-19 11:52:14,460.0,144.06
Aranet4 25247,2024-06-19 11:57:14,430.0,137.80333333333334
Aranet4 25247,2024-06-19 12:02:14,515.0,141.89666666666668
Aranet4 25247,2024-06-19 12:07:14,414.0,136.36333333333334
Aranet4 25247,2024-06-19 12:12:14,532.0,134.8
Aranet4 25247,2024-06-19 12:17:14,538.0,142.37666666666667
Aranet4 25247,2024-06-19 12:22:14,503.0,142.69
Aranet4 25247,2024-06-19 12:27:14,436.0,139.55666666666667
Aranet4 25247,2024-06-19 12:32:14,536.0,135.1
Aranet4 25247,2024-06-19 12:37:14,614.0,121.83
Aranet4 25247,2024-06-19 12:42:14,615.0,122.87333333333333
Aranet4 25247,2024-06-19 12:47:14,601.0,123.01333333333334
Aranet4 25247,2024-06-19 12:52:14,598.0,118.05
Aranet4 25247,2024-06-19 12:57:14,602.0,110.46
Aranet4 25247,2024-06-19 13:02:14,623.0,106.66333333333333
Aranet4 25247,2024-06-19 13:07:14,648.0,100.02333333333333
Aranet4 25247,2024-06-19 13:12:14,490.0,90.17
Aranet4 25247,2024-06-19 13:17:14,485.0,85.24
Aranet4 25247,2024-06-19 13:22:14,552.0,80.53
Aranet4 25247,2024-06-19 13:27:14,577.0,81.07
Aranet4 25247,2024-06-19 13:32:14,512.0,85.56666666666666
Aranet4 25247,2024-06-19 13:37:14,533.0,87.56666666666666
Aranet4 25247,2024-06-19 13:42:14,542.0,86.01666666666667
Aranet4 25247,2024-06-19 13:47:14,518.0,77.79
Aranet4 25247,2024-06-19 13:52:14,549.0,85.32333333333334
Aranet4 25247,2024-06-19 13:57:14,613.0,89.63666666666667
Aranet4 25247,2024-06-19 14:02:14,463.0,81.76333333333334
Aranet4 25247,2024-06-19 14:07:14,527.0,81.34
Aranet4 25247,2024-06-19 14:12:14,539.0,79.07
Aranet4 25247,2024-06-19 14:17:14,476.0,71.38
Aranet4 25247,2024-06-19 14:22:14,492.0,66.2
Aranet4 25247,2024-06-19 14:27:14,513.0,63.97
Aranet4 25247,2024-06-19 14:32:14,545.0,67.45333333333333
Aranet4 25247,2024-06-19 14:37:14,538.0,67.65666666666667
Aranet4 25247,2024-06-19 14:42:14,542.0,75.15333333333334
Aranet4 25247,2024-06-19 14:47:14,446.0,70.37333333333333
Aranet4 25247,2024-06-19 14:52:14,427.0,52.52333333333333
Aranet4 25247,2024-06-19 14:57:14,428.0,48.49
Aranet4 25247,2024-06-19 15:02:14,366.0,46.06
Aranet4 25247,2024-06-19 15:07:14,433.0,48.24666666666667
Aranet4 25247,2024-06-19 15:12:14,515.0,54.28666666666667
Aranet4 25247,2024-06-19 15:17:14,529.0,49.266666666666666
Aranet4 25247,2024-06-19 15:22:14,519.0,47.53333333333333
Aranet4 25247,2024-06-19 15:27:14,467.0,47.85
Aranet4 25247,2024-06-19 15:32:14,494.0,40.85
Aranet4 25247,2024-06-19 15:37:14,534.0,38.803333333333335
Aranet4 25247,2024-06-19 15:42:14,530.0,42.45
Aranet4 25247,2024-06-19 15:47:14,478.0,44.88
Aranet4 25247,2024-06-19 15:52:14,435.0,39.63333333333333
Aranet4 25247,2024-06-19 15:57:14,451.0,35.843333333333334
Aranet4 25247,2024-06-19 16:02:14,447.0,43.486666666666665
Aranet4 25247,2024-06-19 16:07:14,503.0,45.913333333333334
Aranet4 25247,2024-06-19 16:12:14,461.0,48.82666666666667
Aranet4 25247,2024-06-19 16:17:14,468.0,46.03
Aranet4 25247,2024-06-19 16:22:14,444.0,53.31666666666667
Aranet4 25247,2024-06-19 16:27:14,447.0,48.343333333333334
Aranet4 25247,2024-06-19 16:32:14,466.0,35.02
Aranet4 25247,2024-06-19 16:37:14,508.0,33.586666666666666
Aranet4 25247,2024-06-19 16:42:14,465.0,29.19333333333333
Aranet4 25247,2024-06-19 16:47:14,461.0,21.03
Aranet4 25247,2024-06-19 16:52:14,448.0,16.766666666666666
Aranet4 25247,2024-06-19 16:57:14,391.0,17.996666666666666
Aranet4 25247,2024-06-19 17:02:14,446.0,19.39
Aranet4 25247,2024-06-19 17:07:14,356.0,24.06
Aranet4 25247,2024-06-19 17:12:14,371.0,20.97
Aranet4 25247,2024-06-19 17:17:14,370.0,26.516666666666666
Aranet4 25247,2024-06-19 17:22:14,352.0,23.75
Aranet4 25247,2024-06-19 17:27:14,375.0,26.89
Aranet4 25247,2024-06-19 17:32:14,387.0,28.013333333333332
Aranet4 25247,2024-06-19 17:37:14,371.0,24.023333333333333
Aranet4 25247,2024-06-19 17:42:14,346.0,23.253333333333334
