raw_track_id,track_id,new_track_id,clinic_id
403160,403160,403160,
403179,403179,403179,
403180,403180,403180,
403224,403224,403224,
403232,403343,403343,
403244,403244,403244,
403247,403247,403247,
403249,403249,403249,
403252,403252,403252,
403254,403254,403254,
403255,403255,403255,
403257,403257,403257,
403270,403270,403270,
403275,403275,403275,
403277,403277,403277,
403278,403278,403278,
403284,403284,403284,
403285,403285,403285,
403286,403286,403286,
403292,403292,403292,
403299,403299,403299,
403300,403300,403300,
403301,403332,403332,
403302,403302,403302,
403307,403307,403307,
403314,403314,403314,
403321,403321,403321,
403323,403323,403323,
403324,403343,403343,
403332,403332,403332,
403342,403350,403350,
403343,403343,403343,
403345,403345,403345,
403349,403349,403349,
403350,403350,403350,
403352,403352,403352,
403357,403357,403357,
403358,403358,403358,
403361,403361,403361,
403362,403362,403362,
403363,403363,403363,
403365,403365,403365,
403366,403366,403366,
403369,403369,403369,
403371,403371,403371,
403376,403376,403376,
403379,403379,403379,
403380,403380,403380,
403381,403408,403408,
403382,403382,403382,
403385,403385,403385,
403388,403388,403388,
403389,403389,403389,
403392,403392,403392,
403393,403393,403393,
403394,403394,403394,
403395,403395,403395,
403396,403408,403408,
403397,403397,403397,
403400,403400,403400,
403408,403408,403408,
403410,403410,403410,
403411,403411,403411,
403412,403425,403425,
403417,403417,403417,
403422,403422,403422,
403425,403425,403425,
403431,403431,403431,
403435,403435,403435,
403436,403436,403436,
403438,403438,403438,
403441,403441,403441,
403444,403444,403444,
403452,403452,403452,
403453,403453,403453,
403465,403465,403465,
403466,403466,403466,
403468,403468,403468,
403470,404540,404540,
403471,403471,403471,
403472,403472,403472,
403483,403483,403483,
403490,403490,403490,
403495,403495,403495,
403500,403500,403500,
403508,403508,403508,
403515,403515,403515,
403516,403516,403516,
403524,403524,403524,
403530,403530,403530,
403548,403548,403548,
403552,403552,403552,
403560,403560,403560,
403561,403561,403561,
403562,403562,403562,
403565,403565,403565,
403566,403566,403566,
403567,403567,403567,
403568,403568,403568,
403569,403569,403569,
403571,403571,403571,
403572,403572,403572,
403575,403575,403575,
403576,403576,403576,
403578,403578,403578,
403580,403580,403580,
403581,403581,403581,
403585,403585,403585,
403588,403588,403588,
403594,403594,403594,
403598,403598,403598,
403600,403600,403600,
403602,403602,403602,
403605,403605,403605,
403608,403608,403608,
403613,404416,404416,
403614,403614,403614,
403615,403615,403615,
403616,403616,403616,
403617,409239,409239,
403618,403618,403618,
403622,403622,403622,
403623,403623,403623,
403626,403626,403626,
403627,403627,403627,
403628,403628,403628,
403634,403634,403634,
403641,403641,403641,
403643,403643,403643,
403655,403655,403655,
403657,403657,403657,
403662,403662,403662,
403666,403666,403666,
403667,403667,403667,
403668,403668,403668,
403669,403669,403669,
403671,403671,403671,
403673,403673,403673,
403674,403674,403674,
403675,403675,403675,
403676,403676,403676,
403677,403677,403677,
403679,403679,403679,
403680,403680,403680,
403682,403682,403682,
403687,403687,403687,
403702,403702,403702,
403703,403703,403703,
403705,403705,403705,
403716,403716,403716,
403717,403717,403717,
403718,403732,403732,
403721,403721,403721,
403722,403722,403722,
403724,403724,403724,
403726,403726,403726,
403728,404217,404217,
403729,403729,403729,
403732,403732,403732,
403737,403737,403737,
403739,403783,403783,
403745,403745,403745,
403749,403749,403749,
403750,403750,403819,
403753,403753,403753,
403754,403785,403785,
403758,403758,403758,
403759,403759,403759,
403765,403765,403765,
403779,403779,403779,
403781,403781,403781,
403783,403783,403783,
403784,403784,403784,
403785,403785,403785,
403790,403790,403790,
403794,403794,403794,
403804,403804,403804,
403805,403805,403805,
403808,403808,403808,
403809,403809,403809,
403810,403810,403810,
403815,403815,403815,
403816,403816,403816,
403817,403817,403817,
403819,403819,403819,
403823,403823,403823,
403830,404217,404217,
403833,403833,403833,
403834,403834,403834,
403835,403835,403835,
403840,403840,403840,
403842,403866,403866,
403845,403845,403845,
403847,403847,403847,
403849,403849,403849,
403858,403858,403858,
403864,403864,403864,
403866,403866,403866,
403867,403867,403867,
403871,403871,403871,
403872,403872,403872,
403875,403875,403875,
403877,403877,403877,
403878,403878,403878,
403880,403880,403880,
403888,403888,403888,
403892,403892,403892,
403894,403894,403894,
403895,403895,403895,
403897,403897,403897,
403901,403947,403947,
403903,403903,403903,
403907,403907,403907,
403909,403909,403909,
403910,403910,403910,
403918,403918,403918,
403920,403920,403920,
403927,404448,404448,
403937,403937,403937,
403939,403939,403939,
403940,403940,403940,
403942,403942,403942,
403944,403944,403944,
403945,403945,403945,
403947,403947,403947,
403951,403951,403951,
403961,403961,403961,
403962,403962,403962,
403967,404001,404001,
403970,403970,403970,
403971,403971,403971,
403976,403976,403976,
403977,403977,403977,
403980,403980,403980,
403983,404448,404448,
403985,404017,404017,
403986,403986,403986,
403987,403987,403987,
403990,403990,403990,
403991,403991,403991,
404000,404732,404732,
404001,404001,404001,
404002,404002,404002,
404014,404014,404014,
404015,404015,404015,
404017,404017,404017,
404020,404448,404448,
404023,404931,404931,
404025,404217,404217,
404037,404037,404037,
404042,404042,404042,
404044,404044,404044,
404050,404050,404050,
404071,404071,404071,
404075,404448,404448,
404077,404077,404077,
404081,404081,404081,
404086,404086,404086,
404088,404088,404088,
404090,404090,404090,
404099,404099,404099,
404100,404100,404100,
404101,404101,404101,
404102,404102,404102,
404129,404129,404129,
404130,404130,404130,
404131,404131,404131,
404132,404132,404132,
404134,404416,404416,
404138,404506,404506,
404139,404139,404139,
404164,404164,404164,
404165,404165,404165,
404168,404168,404168,
404174,404174,404174,
404180,404415,404415,
404193,404193,404193,
404202,404748,404748,
404204,404204,404204,
404209,404209,404209,
404213,404506,404506,
404214,404214,404214,
404217,404217,404217,
404223,404773,404773,
404225,404326,404326,
404226,404226,404226,
404245,404245,404245,
404253,404253,404253,
404255,404255,404255,
404258,404258,404258,
404270,404270,404270,
404271,404271,404271,
404272,404272,404272,
404275,404336,404336,
404278,404278,404278,
404280,404280,404280,
404299,404299,404299,
404306,404306,404306,
404321,404321,404321,
404322,404322,404322,
404324,404324,404324,
404326,404326,404326,
404328,404328,404328,
404329,404329,404329,
404330,404330,404330,
404336,404336,404336,
404337,404337,404337,
404348,404348,404348,
404357,404357,404357,
404361,404361,404361,
404366,404366,404366,
404372,404372,404372,
404375,404375,404375,
